path,label
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171204560.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171205889.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207209.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207278.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207336.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207477.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207549.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207653.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207831.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207854.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171207985.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171208046.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171208223.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171208319.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171208609.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171211357.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171211888.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171212362.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171213300.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171213384.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171214271.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171214342.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171214665.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171215135.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171215377.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171215745.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171216119.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171216405.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171216741.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217427.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217497.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217640.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217688.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217772.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217830.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171217920.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218043.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218087.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218196.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218221.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218332.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218398.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218484.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218538.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218589.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218797.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218890.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171218971.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219131.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219210.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219275.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219453.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219510.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219564.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219832.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219886.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219945.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171219994.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171220077.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171220199.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171220731.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221099.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221372.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221600.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221683.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221769.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221874.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171221964.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171222064.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171222399.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171222565.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171222703.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171223131.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171223460.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171224999.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171225092.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171225704.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171225861.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171226050.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171227920.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171228396.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171228528.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171228645.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171228997.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171230096.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171230176.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171230249.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171230438.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171230634.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171232085.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171232430.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171232530.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171232620.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171232732.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171232927.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171233131.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171234261.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171234455.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171234618.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171234881.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171235023.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171235577.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171235926.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171236749.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171237742.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171237809.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171237883.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171237929.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171238042.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171238247.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171238336.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171238626.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171240619.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171240764.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171241491.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171241933.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171242343.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171242550.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171243011.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171243456.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171243552.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171243708.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171243820.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171244356.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171244467.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171244609.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171245099.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171245396.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171245509.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171246354.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171246437.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171246516.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171246744.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171248567.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171248857.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171249114.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171249306.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171249813.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171250423.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171252558.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171252630.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171252822.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171253305.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171253666.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171302877.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171303496.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171303608.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171304918.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171307730.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171403266.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171413687.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171417981.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171431425.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171436795.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171439285.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250304 171444844.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161400959.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161401023.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161401473.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161406408.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161406585.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161407014.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161407118.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161407321.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161407632.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161407833.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161408595.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161413202.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161413226.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161413915.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161415798.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161416956.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161418983.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161424239.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161425190.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161425402.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161425872.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161426635.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161430843.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161431235.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161431462.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161432473.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161433919.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161433981.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161434056.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161434481.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161434590.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161437520.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161437648.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161438205.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161438527.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161438703.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161438833.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161439040.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161439407.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161439911.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161440087.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161441747.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161443008.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161454054.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161454447.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161454603.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161454997.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161455462.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161456142.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161457051.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161457114.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161457176.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161457485.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161457919.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161458041.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161459505.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161459890.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161501058.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161509064.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161510000.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161510401.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161511405.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161517239.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161517303.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161524430.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161525560.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161526729.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161527919.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161528154.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161529182.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161531134.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161531316.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161531888.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161532252.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161536055.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161537410.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161537577.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161537641.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161538581.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161538741.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161538935.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161538963.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161539059.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161539320.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161539556.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161539763.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161540872.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161542709.bmp,0
/home/jovyan/shared/pdt/dataset_public/train/good/1DOLLAR3RD__good__CAM3-20250312 161543722.bmp,0
